"Gene","Degree","Betweenness","Eigen_Centrality","Community"
"GFRA2",6,867.620553660142,0.021337645478224,14
"ST3GAL1",6,501.654621066158,0.00167973109701086,12
"GPR68",6,107.881468839533,0.0150360528549198,12
"SVOP",6,969.916432930771,0.0116830633664545,17
"SNX12",6,78.1569577298712,0.00643363342797089,9
"SGTA",4,706,0.0470265157484583,5
"GDAP1",4,182.134566812361,0.0050504843666448,3
"PDHX",4,139.288949868459,0.000703337655492824,12
"TBX15",4,25.2938205213496,0.00772966158038096,11
"RFXAP",4,0,0.0526001543000131,11
"BACH2",4,1857.04494176178,0.0340239340714785,10
"PHF3",4,6.82448235888638,0.0235719116069364,2
"ARL14EP",4,367.453068715747,0.00583640546625344,10
"ATG10",4,0,0.00618308982587438,19
"BARHL1",4,0,0.0110119823401188,12
"MELK",4,706,5.20498330226194e-05,17
"MYOZ2",4,51.638536182637,0.000797416933417122,15
"HRK",4,0,0.0746059635902783,5
"TAL2",4,0,0.0160943239526328,5
"PDE9A",4,37.6199584986351,0.0202187451232775,7
"NNT",4,27.4925939206784,0.00076726490235105,3
"C3orf20",4,128.132488280296,0.000885310267394811,1
"SPATA18",4,220.696041123543,0.00506013304642356,1
"CCDC148",4,344.17200498129,0.00530633745882708,1
"ZNF202",4,1410,0.00252418318988755,12
"QPCT",4,143.556288839559,0.00355874565471943,19
"JCHAIN",4,8.27942952051685,0.00469664874302306,9
"GANC",4,0,0.0108707236099818,7
"ZNF385D",4,165.760773392387,0.00392837106339243,1
"TMEM40",4,706,0.00605830547441376,10
"DPYSL4",4,54.4095059702203,0.00346491128514386,15
"RBMS1",4,13.8882086286271,0.00126456730138186,9
"SGMS1",4,48.8335011552339,0.00297326143595701,11
"XYLT1",4,63.6009256020008,0.00453600005729291,10
"P3H2",4,0,0.00371094865727197,10
"P2RY1",4,0,0.0197995415578845,7
"PPDPFL",4,36.6940014855506,0.000450517891613775,10
"UGT2B17",4,0,0.0579585187462739,5
"CLSTN1",4,34.1202840635244,0.00468834609222212,9
"CNPY3",4,90.7083651146619,0.0113471779526576,2
"TSPAN6",4,105.750840846597,0.0389048125784123,11
"ZFAT",4,37.3071352837882,0.00156892751111742,14
"SIPA1L3",4,1,0,4
"TMTC2",4,174.920983743851,0.000896386762978897,9
"NPTN",4,291.442940369361,0.00293973088321866,7
"MSI2",4,706,5.20498330226106e-05,17
"ADARB1",4,25.4248580527346,0.00407067714524828,7
"ZNF618",4,0,0.00170413179698364,15
"MAP4",4,8.32097448008916,0.00606469494060272,7
"COQ8A",4,52.264507623454,0.00250262681079328,19
"SIRPB1",4,361.865490734937,0.0055445873814149,10
"TRPM3",4,96.5313118665077,0.00154414110461802,9
"FUT10",4,385.546256159603,0.00270494047522032,12
"ST8SIA5",4,4.52798392084106,0.000140492289342772,12
"PLPPR1",4,385.584129342104,0.0018904675613805,1
"KIAA1755",4,1410,0.00446968906816807,7
"ABLIM2",4,42.170424168321,0.00777680574715725,3
"ELMO2",4,12.5581857031857,0.00975741453167968,11
"FGD6",4,102.319201387845,0.000595859971421657,1
"ZNRF1",4,0,0.0544714484977523,5
"TRIM27",4,61.9277259475449,0.043732195167637,11
"NIPSNAP3B",4,81.4725984863771,0.00066785986555504,19
"TESPA1",4,179.006002854304,0.00585452002708044,19
"MAP3K20",4,40.0618790594081,0.00600181255519213,7
"KIAA1671",4,72.7597553863256,6.27828803012016e-05,12
"CASZ1",4,872.088484589208,0.0207649994858609,1
"DNAH14",4,114.417047264619,0.000627652530538145,1
"NEK1",4,17.0599204021785,0.00353767193935256,11
"LDLRAD3",4,125.631533582796,0.0242506515067392,7
"HEATR3",4,706,0.000685822479265858,6
"RGL1",4,0,0.0597781485689735,5
"FAR1",4,706,0.000166718308862582,12
"TNNI1",4,121.031647373398,0.00137256901524681,15
"IRAK1BP1",4,133.901340724897,0.00469590095864104,1
"PDIK1L",4,67.5858933666204,0.00154964441986383,19
"PALM2AKAP2",4,544.170073075276,0.00510460275896176,10
"UBL3",4,22.3989711579981,0.0138769388149982,5
"NOX5",4,170.471959776993,0.00605099783925217,10
"CIT",4,32.7973427410033,0.00849531657486332,9
"ANKRD28",4,0,0.0109098400938052,7
"GRIK1-AS2",4,169.705714323953,0.00293172048475331,12
"AFF3",4,149.519107757652,0.00858033969475438,12
"DHRS9",4,0,0.0579585187462739,5
"SLC4A10",4,20.1246416193549,0.00297329410176008,19
"CSF2RA",4,78.0338807510449,0.0699243593870175,5
"ZNF516",4,0,0.0246386998189161,5
"ARFIP1",4,173.145895238233,5.9850343156192e-05,10
"SPATA13",4,29.9771038521108,0.0140532089738941,8
"EFHC2",4,706,9.45397791380222e-05,13
"OXR1",4,0,0.0064974572879463,7
"FAM135A",4,77.9269510789141,0.00112441822708542,15
"SLC15A2",4,104.206401060723,0.00107377815076552,19
"POU5F1P4",4,2.63312019094264,0.050109358768875,2
"RANBP3L",4,706,0.000295215896204352,7
"THUMPD2",4,706,0.00410796983425062,7
"TMEM167A",4,216.31897794199,0.00218832179238936,12
"GRAMD2B",4,706,0.000499179463549388,1
"CTSV",4,0,0.0379317421511344,5
"PCSK5",4,61.2108017298167,0.00990111220381754,2
"SCAPER",4,42.7106576769802,0.000695511604859878,10
"ZDHHC7",4,206.710220326557,0.000325456092526955,12
"SPATS2L",4,118.357299975339,0.00323116029047115,3
"TSPAN9",2,0,0,4
"ADAM23",2,0,0,16
"CEACAM1",2,0,0.00125970895037053,7
"ATP8B4",2,0,0.00090563009444294,18
"NEK4",2,0,0.00780172562629211,8
"OR10G7",2,0,0.0075193076501506,7
"NUAK1",2,0,0.00148557562971159,18
"AGPS",2,0,1.09638588906976e-05,12
"CRYBB1",2,0,0.000838728496474163,6
"IKZF4",2,0,0.00553601635766145,7
"ACKR4",2,0,0.00270975251981499,8
"DENND6A",2,0,0.000736066758982328,9
"SENP5",2,0,0.0206662813136394,8
"DCLK2",2,0,0.0184413617945032,5
"SRP68",2,0,0.000772979993837467,9
"TMEM39A",2,0,7.6280414405153e-05,13
"CLIC5",2,0,0.00503607482864896,2
"CSNK1G1",2,0,0.0187279037666862,11
"GDPD4",2,0,0.000479238216092935,17
"UST",2,0,0.00168559216333318,10
"ARMC12",2,0,0.000677700426786159,11
"FRA10AC1",2,0,0.000587338585322963,6
"PCDHGC3",2,0,0.00431226837528602,18
"MT4",2,0,0.00149880893708496,8
"UGT1A7",2,0,0.0111353805821795,5
"HLX",2,0,0,20
"BCAR3",2,0,0.0308608411307815,11
"TMEM217",2,0,0.00103184515460178,13
"KRTAP5-10",2,0,0,21
"LRP12",2,0,0.0018083252531473,5
"GPCPD1",2,0,0.000576332439264118,19
"CEMIP2",2,0,0.0111381260829888,7
"ZNF594",2,0,0.000512166414089287,7
"TFPI",2,0,0.000848978726576346,6
"C2CD4B",2,0,0.000507956659385118,6
"SLC14A2",2,0,0.00070856818826061,19
"DUSP21",2,0,6.2171983694983e-06,13
"TBCK",2,0,0.00543656990183992,3
"NIPAL2",2,0,0.00043012566849728,6
"CPED1",2,0,0.000594215330357635,17
"UGT3A1",2,0,1.94142170128708e-05,7
"AGAP5",2,0,0.000270151502239252,7
"GRAMD1C",2,0,3.28274275143031e-05,1
"POC1A",2,0,6.69256131050802e-05,1
"CRYBG1",2,0,0.00112077123587849,15
"RCBTB1",2,0,0,22
"SLC35F4",2,0,0.000276568666522202,19
"PAN3",2,0,0.000330884143894282,10
"AMMECR1",2,0,0.00251662119875284,6
"HACE1",2,0,0.0011208421312962,11
"TMEM182",2,0,0.00610547536079712,9
"ZSWIM4",2,0,0.0290406627312872,5
"PLAAT4",2,0,0.00309259424657923,5
"METTL16",2,0,0.000558492564817014,13
"ADAM2",2,0,0,16
"LYZL4",2,0,0.00015636034757559,1
"SHCBP1",2,0,3.42294153795521e-06,17
"FBXO31",2,0,0.0290406627312872,5
"RNLS",2,0,0.0262624869368393,8
"OSTF1",2,0,0.0352226275512231,11
"SLC25A26",2,0,0.000141307816518925,1
"S100A10",2,0,0.00764669437713397,19
"SLC44A5",2,0,0.000516730936333856,19
"TOE1",2,0,0.00289953088499572,6
"IL1RAPL2",2,0,0.00507637952793144,11
"CSMD2",2,0,0.000398410989119587,10
"DELEC1",2,0,0.00394825220145818,5
"TNFSF15",2,0,0.0325060812041607,5
"OR8B2",2,0,0.0075193076501506,7
"HRH2",2,0,0.00751930765015061,7
"NDUFAF5",2,0,0.0069352832849602,5
"TMEM241",2,0,0,4
"SEC14L1",2,0,0.000824434438717269,2
"ARMC2",2,0,5.12166528572321e-05,9
"CEP112",2,0,3.42294153795107e-06,17
"LRRIQ1",2,0,1.0278419483878e-05,10
"CIAPIN1",2,0,0.00436685834151922,8
"HMBOX1",2,0,0,20
"KRTAP10-4",2,0,0,21
"BTBD3",2,0,0.000864246108599822,11
"KIF26B",2,0,5.39539556470165e-05,12
"KBTBD12",2,0,0.00466847402715122,3
"SLC38A11",2,0,6.40979637246901e-05,19
"SLC39A10",2,0,0.000126436129709215,17
"IPCEF1",2,0,0.00307886920219101,11
"TMEM68",2,0,0.000182608710672941,14
"SLC35G2",2,0,4.95719236723211e-05,10
"IRAG1",2,0,0.00183973139896146,7
"L1TD1",2,0,0.000517950390947889,11
"PLCXD2",2,0,0.00347537928285416,7
"TTC39B",2,0,0.00153521296204346,11
"TENM3",2,0,0.00543656990183992,3
"FANCD2OS",2,0,0.000194790587539494,1
"CCDC180",2,0,0.000838728496474164,6
"FNDC3A",2,0,0,22
"MINDY2",2,0,0.0404048820570764,5
"CDIN1",2,0,0.00128307612639035,9
"STMND1",2,0,0.0108873712392702,5
"ZBTB7C",2,0,0.0179223588072691,8
"PLCL2",2,0,0.000167176325769909,3
"MTUS2",2,0,4.51015904494514e-05,6
