"Gene","Degree","Betweenness","Eigen_Centrality","Community"
"FGD5",10,1137.70556459651,0.00725448430351282,1
"MVD",10,354.354489675706,0.00940166089242777,15
"KYNU",10,1108.17635505524,0.022672653326429,3
"ICOS",10,712.59136109383,0.118634370944651,8
"THNSL2",10,995.260230176771,0.00567957549517105,1
"GNAT1",10,499.495536841695,0.0608718512000711,7
"GOLM2",10,2442.36041150903,0.00755778066143205,1
"STS",10,1306.79189566225,0.0632817388028393,5
"ATP6V0A1",10,642.7549560227,0.0258915714102425,9
"SRRM1",10,304.190757941335,0.0198678394986449,6
"ARHGEF3",10,1919.33272255914,0.0287439871151296,1
"INPP4A",10,134.091345037807,0.039451472020747,11
"LMX1A",10,691.07251130801,0.0258590650160526,12
"ADRA1B",10,406.140472243381,0.0472926042249611,7
"SLC38A6",10,1820.17079236026,0.00785749877860593,19
"RIT2",10,291.223486001184,0.0492306912389099,11
"TDRD7",10,1448.62439807062,0.0127538486148809,6
"CRB2",10,1099.59385493166,0.0773314476628794,5
"ADAMTS14",10,852.931463997658,0.00354794983876655,12
"TBC1D13",10,1194.23461172055,0.0111684172095506,13
"IFNA8",10,57.7006362638135,0.127569212968034,8
"ARX",10,495.562367490511,0.0168803751985158,12
"ARPC5L",10,200.404275234742,0.0244631844016578,15
"IQSEC2",10,654.201656208274,0.036471372293791,7
"DSCAM",10,237.466550426638,0.0406334882884474,3
"ASXL2",10,155.623747353567,0.066432958842573,5
"COL4A3",10,652.765505653416,0.036380112648678,10
"TCTN1",10,1948.0569291178,0.015690413466469,13
"ADAMTSL1",10,805.202775713188,0.0170599605681233,7
"PKHD1",10,1737.28582209211,0.0110573272956167,3
"EFNA5",10,252.981843620376,0.0658867575908014,3
"COPS8",10,1474.3468878674,0.0848192800564034,5
"SLC12A3",10,1043.24404758785,0.0107746087612211,19
"PTPRJ",10,256.662628225962,0.0340344260015015,10
"KCNIP1",10,65.6937096790582,0.0143864055377508,7
"C1GALT1",10,629.838463229279,0.00191677042955882,12
"CHRNA7",10,326.340990454943,0.0221099385814361,7
"POLN",10,559.267872790837,0.0719759314097271,2
"TSHR",10,1875.69728891625,0.0571513672655296,10
"ZDHHC17",10,452.688601275992,0.0437459013757474,8
"GYPA",10,234.135386241265,0.0804632974205765,8
"KBTBD8",10,1869.57136900908,0.0392150159330697,12
"MRPL37",10,1322.49435733477,0.0101674654594344,1
"HMGCS2",10,491.052955455415,0.06616611381213,15
"OPALIN",10,346.662809522187,0.0252969949136026,7
"CHD6",10,1034.82726130888,0.0801454339965171,2
"GTF3A",10,1376.77167630804,0.0824709901326141,19
"CAND1.11",10,187.265312713586,0.0102036224838543,7
"SLC4A8",10,921.360354489262,0.00901499348831647,19
"KCNAB1",10,136.650124619682,0.0222643787704842,7
"ATP2C1",10,612.135390695835,0.0877438574211888,7
"DENND2B",10,1080.82050396307,0.0170426386302561,15
"FAM120B",10,1722.24994305778,0.0869413848962057,2
"BCAT1",10,651.908581660771,0.00678702419935087,15
"RAB31",10,154.721078428287,0.00999078506097033,9
"DNAH11",10,702.356244819301,0.00150112536934709,1
"CDYL2",10,1261.19443371729,0.0382681713150572,6
"VPS13D",10,1385.86278049383,0.0170437166780734,11
"RYK",10,184.98892528374,0.0871412886852484,5
"LSR",10,641.411414996705,0.0341834576278612,11
"KCNN3",10,176.067389585205,0.0334648460255152,7
"HYAL4",8,759.103948559782,0.0360941448184602,6
"SCT",8,100.833012761723,0.0103932205524253,7
"RAB11FIP5",8,151.078604575003,0.0107045222251764,9
"GPATCH2L",8,17.8825985609991,0.00589465947519627,6
"ATF1",8,33.2341619849069,0.0772731408358625,5
"PTPN18",8,26.7988891635971,0.0779787344616396,10
"SMG6",8,1124.46985469953,0.00849253322637314,13
"RALGPS1",8,903.104175336609,0.0125364907338859,2
"LY9",8,10.234674200259,0.0609543041375933,8
"OLFM2",8,139.358354906624,0.0569494214401629,7
"RASA2",8,174.026932609694,0.0228316623708761,6
"DGKG",8,265.735501417414,0.016046598973459,11
"DKK2",8,66.6905237892675,0.0507513917195013,5
"MARK4",8,276.396284314737,0.0196845852724413,7
"ASAP2",8,4.69427191166322,0.0699964974653227,11
"TNS3",8,771.345523082575,0.0137711657278374,18
"SLC2A13",8,475.749347374804,0.0134700336933975,1
"CARTPT",8,767.655788106548,0.0191553492213211,7
"XCR1",8,98.6890235591393,0.0543111274954612,8
"ACAD11",8,550.411049073264,0.00629039284075758,3
"UNC13C",8,473.012456807008,0.0157563974601427,9
"ARID5B",8,362.711011542367,0.055161894832834,18
"SLC7A8",8,917.176371360904,0.000974684572306193,19
"DMC1",8,0,0.0454219720633406,2
"SLC39A14",8,97.1076998462388,0.0308122218756699,8
"TTC7B",8,1658.75471303645,0.00656568165015973,7
"SLC24A2",8,199.814805277496,0.0289083708134698,7
"RNF144A",8,1073.71784130316,0.0421866814978214,1
"RFTN1",8,849.100254348748,0.0025421117320141,3
"CDK20",8,1425.67677492429,0.0699474707126088,1
"ONECUT1",8,805.280882245596,0.0636777978777719,12
"WHRN",8,186.874491940852,0.00774596426825962,10
"SLC26A3",8,335.691798338807,0.0031935715468352,19
"SLC46A2",8,1119.06496187602,0.00595004073163009,19
"STXBP4",8,151.226823457976,0.0210567662234524,9
"DTD1",8,860.003767819351,0.010935465859559,9
"SASH1",8,1352.23591653514,0.0289670552558313,3
"NRG2",8,259.456865679223,0.083194270508531,19
"CYB5B",8,1787.74396946794,0.00488615798951401,12
"PCDH15",8,360.767697617613,0.0111085358085259,10
"FECH",8,807.233917393963,0.066403192981391,8
"TAS2R1",8,126.349806448838,0.0213169015420435,7
"BNC2",8,939.397141219525,0.0233447102272246,11
"LMX1B",8,379.853552232607,0.0138621396402004,10
"PIK3AP1",8,32.7890027819983,0.0429978318034648,11
"TANK",8,108.455148538529,0.0818236828556065,8
"SFMBT2",8,347.023046841867,0.00521987595724974,15
"ASB3",8,805.794010777352,0.0465914629209523,3
"FEZ2",8,287.680799508022,0.015428481721381,7
"GALNT12",8,999.64313652094,0.000820433054783376,12
"ATP8A2",8,416.050267294109,0.0108571292707756,9
"GHITM",8,1511.76958188036,0.00075379912894706,10
"AHCTF1",8,59.4400310328561,0.023406917368617,6
"VARS1",8,304.040738638175,0.00248248056921318,15
"RASGRP3",8,797.993070149551,0.0279752695336258,7
"SLITRK6",8,763.928231810218,0.0206934428937258,15
"SLC6A12",8,1220.16299462417,0.00695697078312935,12
"FCHSD2",8,398.05166412191,0.0223377468360536,2
"EXT1",8,925.134986743213,0.025631402018595,10
"UTRN",8,302.981854156061,0.0556008997326525,18
"PALLD",8,262.786994853017,0.0147284601413874,9
"TBC1D5",8,181.433557596402,0.013675142663492,9
"SMAP2",8,269.847821495357,0.00820076309307816,9
"REEP5",8,206.950890297029,0.00297291422752371,9
"LCORL",8,1286.52430391898,0.0207039242284232,14
"OTOA",8,388.524829917502,0.0081309471249114,10
"PNPLA7",8,881.245590591774,0.00876380940091985,19
"LYPD6B",8,198.473007046677,0.0187148589800823,5
"ADGRA2",8,1332.79352805264,0.0174260264519892,17
"STK3",8,156.442099295104,0.0749939991191957,10
"CFAP54",8,886.57080520512,0.00101768229121644,1
"SPIC",8,1072.41080600428,0.00420555032918497,19
"TEX13A",8,0,0.0067026218906538,6
"TUBGCP5",8,112.088251479215,0.0111828911896265,7
"CPQ",6,110.962466880695,0.0170161994189116,8
"RALGAPA2",6,105.224526840342,0.00113589521529211,1
"ALPK3",6,179.979510194258,0.0127258126924605,18
"PARP12",6,118.100616901273,0.00956996611063918,14
"MSI1",6,2816,0.00078805569975209,17
"RASL11B",6,706,0.00237764212225121,1
"EFR3A",6,620.766689724307,0.000629231096872404,7
"TUT4",6,0,0.0118273236308852,6
"SIDT1",6,175.517883511666,0.00740201753638433,6
"CDV3",6,1133.68915510077,0.0302629457226981,1
"PCOLCE2",6,251.451824168613,0.00174604916486344,10
"SLAIN2",6,279.397513060811,0.013992104111655,8
"GCLC",6,776.40906636685,0.0599314692211829,15
"SORCS1",6,137.027136220321,0.0202772693678202,11
"ULK4",6,52.7787526656641,0.00765675627272499,7
"TIMD4",6,897.174871985847,0.0223654974883998,1
"KIAA1328",6,820.445461565255,0.000156295400297996,10
"PPP1R3A",6,122.113676424378,0.0126711160613418,11
"THAP1",6,132.37131711238,0.0201499041184564,2
"CABCOCO1",6,34.7577036497567,0.0103428714385402,7
"RNF11",6,1.91833520217388,0.0877313652821436,5
"ANKRD11",6,21.3777893874894,0.0465751672967067,2
"MRPS23",6,739.274194634723,0.0021487507668548,1
"PIGR",6,338.453546828764,0.0216791050784618,9
"WAPL",6,13.4189153258141,0.0255717121732605,6
"GPR37",6,161.112157137513,0.0406284106739948,12
"SAV1",6,75.0578011059222,0.0696679094418647,10
"SUGCT",6,849.683982300665,0.00552964621025931,10
"VIPR1",6,200.113693817901,0.00906416039882697,7
"HTRA1",6,15.2382946710009,0.047156784884211,5
"RABL3",6,995.859608887654,0.0106138017152825,13
"NBAS",6,407.07447036972,0.00332287498677954,13
"EVI5",6,789.599155877331,0.00115993299583071,13
"ASCC3",6,129.825051769218,0.00578835851182543,2
"NHEJ1",6,84.5378735879111,0.0399411693951578,2
"NAALADL1",6,88.7664178429894,0.0160037137587075,8
"NPAS2",6,706,0.0600377965962181,5
"ADGRE5",6,120.401134061316,0.0177722481747381,7
"HSPB7",6,670.489356916579,0.0107530889235234,15
"SLC22A15",6,223.284200317967,0.000949582425817073,19
"SCIN",6,72.7200713293099,0.016413978221939,11
"RASEF",6,195.310098846426,0.00699215345406505,9
"SPAG16",6,154.252469739955,0.000549997437502931,1
"PARP8",6,117.846800149568,0.00315345518414098,14
"CKAP4",6,148.882367135487,0.00345684714024375,9
"CLEC9A",6,0,0.0352456192976225,8
"PPA2",6,132.250962661626,0.00334693289877898,9
"FBXW4",6,120.351464630242,0.0396587640013443,5
"XKR4",6,742.062207028951,0.00277677920980609,14
"AFG1L",6,706,0.000778809161544095,9
"RFX3",6,309.688187507098,0.000340080293557376,9
"KCTD6",6,225.068459829064,0.0358205441298965,9
"PLA2G5",6,80.2077425296399,0.0139080823953238,19
"DOP1B",6,49.5019079386025,0.0207016476655692,7
"MFSD2A",6,731.298745421245,0.00192260935993197,17
"OLIG3",6,136.088904490411,0.00240874099316564,12
"CDS1",6,14.5061131534967,0.0104968735873207,11
"ZNF385B",6,335.111236467818,0.0147109634450672,5
"MGAT5",6,1666.28328207082,0.0234850149252257,12
"SLC26A9",6,247.990735602401,0.00588882699958468,19
"QSOX2",6,200.40774524828,0.00819113608027917,2
"OCIAD1",6,2331.96466864204,0.0728143396552832,12
"CPLANE1",6,0,0.00155452552827889,13
"IFT27",6,1472.00420400554,0.00143137081286367,13
"TTC39C",6,1452.19628623815,0.00230652576022756,10
"RECK",6,788.570502316244,0.00728737807789891,17
"ELFN2",6,745.438603520175,0.00778808987459088,7
"SLC28A3",6,492.991235102812,0.00444983431690356,19
"IGF2BP3",6,719.956213556128,0.00787604201352104,11
"SMOC2",6,3518.39153346653,0.011879209756472,17
"PEAK1",6,1088.84516694204,0.00503148074499963,10
"CFAP100",6,213.77731173844,0.00054363872945873,1
"ROR1",6,63.1529223584947,0.0748309820669572,5
"NMNAT3",6,422.544127759952,0.00585824661202218,3
"CCR9",6,715.289867039145,0.0412049591337296,8
"FBXO42",6,347.561957073122,0.0603747740090664,5
"DNAJC1",6,285.085323058402,0.00118265400654303,1
"FRMPD4",6,80.8128623260959,0.0142212859860302,11
"VCX",6,139.711774775732,0.00549178679028832,12
"SLC39A8",6,706,0.0227911444127271,8
"ZFPM2",6,714.783126154659,0.0274977023220973,5
"TF",6,20.7301555989226,0.0273345065367764,9
"CALCRL",6,102.890264549017,0.0073146772674066,7
"TBXAS1",6,41.7806704808278,0.0234729861981467,19
"SESN1",6,39.8104057882541,0.0211680897625919,3
"NFIC",6,0,0.113576349006423,5
"VKORC1L1",6,183.544959946614,0.0045975043476126,11
"CC2D2A",6,0,0.0015545255282789,13
"SCHIP1",6,1510.95155472621,0.00582332968517223,10
"GMNC",6,383.227843236543,0.000893194760175449,9
"MEPE",6,826.140868573357,0.00903573969393113,17
"PPM1L",6,115.610574033443,0.0181215896144116,15
"B4GALT4",6,266.099499396896,0.000456618624464605,12
"CYLC2",6,149.619192227744,0.000358947217272644,1
"CLVS1",6,234.148718099175,0.00469565773426035,2
